,DateTime,Close
0,2020-08-09 21:15:00,75.77
1,2020-08-09 21:20:00,75.807
2,2020-08-09 21:25:00,75.803
3,2020-08-09 21:30:00,75.781
4,2020-08-09 21:35:00,75.789
5,2020-08-09 21:40:00,75.793
6,2020-08-09 21:45:00,75.786
7,2020-08-09 21:50:00,75.77
8,2020-08-09 21:55:00,75.791
9,2020-08-09 22:00:00,75.776
10,2020-08-09 22:05:00,75.796
11,2020-08-09 22:10:00,75.809
12,2020-08-09 22:15:00,75.822
13,2020-08-09 22:20:00,75.729
14,2020-08-09 22:25:00,75.704
15,2020-08-09 22:30:00,75.724
16,2020-08-09 22:35:00,75.716
17,2020-08-09 22:40:00,75.729
18,2020-08-09 22:45:00,75.744
19,2020-08-09 22:50:00,75.754
20,2020-08-09 22:55:00,75.72
21,2020-08-09 23:00:00,75.76
22,2020-08-09 23:05:00,75.779
23,2020-08-09 23:10:00,75.754
24,2020-08-09 23:15:00,75.738
25,2020-08-09 23:20:00,75.738
26,2020-08-09 23:25:00,75.722
27,2020-08-09 23:30:00,75.76
28,2020-08-09 23:35:00,75.77
29,2020-08-09 23:40:00,75.773
30,2020-08-09 23:45:00,75.783
31,2020-08-09 23:50:00,75.781
32,2020-08-09 23:55:00,75.75
33,2020-08-10 00:00:00,75.779
34,2020-08-10 00:05:00,75.822
35,2020-08-10 00:10:00,75.819
36,2020-08-10 00:15:00,75.836
37,2020-08-10 00:20:00,75.786
38,2020-08-10 00:25:00,75.801
39,2020-08-10 00:30:00,75.815
40,2020-08-10 00:35:00,75.803
41,2020-08-10 00:40:00,75.769
42,2020-08-10 00:45:00,75.819
43,2020-08-10 00:50:00,75.82
44,2020-08-10 00:55:00,75.779
45,2020-08-10 01:00:00,75.746
46,2020-08-10 01:05:00,75.779
47,2020-08-10 01:10:00,75.779
48,2020-08-10 01:15:00,75.763
49,2020-08-10 01:20:00,75.725
50,2020-08-10 01:25:00,75.742
51,2020-08-10 01:30:00,75.791
52,2020-08-10 01:35:00,75.795
53,2020-08-10 01:40:00,75.807
54,2020-08-10 01:45:00,75.783
55,2020-08-10 01:50:00,75.79
56,2020-08-10 01:55:00,75.797
57,2020-08-10 02:00:00,75.798
58,2020-08-10 02:05:00,75.81
59,2020-08-10 02:10:00,75.855
60,2020-08-10 02:15:00,75.841
61,2020-08-10 02:20:00,75.818
62,2020-08-10 02:25:00,75.815
63,2020-08-10 02:30:00,75.837
64,2020-08-10 02:35:00,75.819
65,2020-08-10 02:40:00,75.793
66,2020-08-10 02:45:00,75.808
67,2020-08-10 02:50:00,75.791
68,2020-08-10 02:55:00,75.791
69,2020-08-10 03:00:00,75.775
70,2020-08-10 03:05:00,75.773
71,2020-08-10 03:10:00,75.776
72,2020-08-10 03:15:00,75.812
73,2020-08-10 03:20:00,75.81
74,2020-08-10 03:25:00,75.802
75,2020-08-10 03:30:00,75.799
76,2020-08-10 03:35:00,75.8
77,2020-08-10 03:40:00,75.798
78,2020-08-10 03:45:00,75.797
79,2020-08-10 03:50:00,75.796
80,2020-08-10 03:55:00,75.797
81,2020-08-10 04:00:00,75.807
82,2020-08-10 04:05:00,75.807
83,2020-08-10 04:10:00,75.806
84,2020-08-10 04:15:00,75.778
85,2020-08-10 04:20:00,75.784
86,2020-08-10 04:25:00,75.781
87,2020-08-10 04:30:00,75.769
88,2020-08-10 04:35:00,75.785
89,2020-08-10 04:40:00,75.776
90,2020-08-10 04:45:00,75.763
91,2020-08-10 04:50:00,75.773
92,2020-08-10 04:55:00,75.755
93,2020-08-10 05:00:00,75.741
94,2020-08-10 05:05:00,75.751
95,2020-08-10 05:10:00,75.774
96,2020-08-10 05:15:00,75.778
97,2020-08-10 05:20:00,75.785
98,2020-08-10 05:25:00,75.785
99,2020-08-10 05:30:00,75.779
100,2020-08-10 05:35:00,75.773
101,2020-08-10 05:40:00,75.776
102,2020-08-10 05:45:00,75.752
103,2020-08-10 05:50:00,75.766
104,2020-08-10 05:55:00,75.789
105,2020-08-10 06:00:00,75.819
106,2020-08-10 06:05:00,75.839
107,2020-08-10 06:10:00,75.812
108,2020-08-10 06:15:00,75.813
109,2020-08-10 06:20:00,75.799
110,2020-08-10 06:25:00,75.763
111,2020-08-10 06:30:00,75.773
112,2020-08-10 06:35:00,75.79
113,2020-08-10 06:40:00,75.779
114,2020-08-10 06:45:00,75.772
115,2020-08-10 06:50:00,75.751
116,2020-08-10 06:55:00,75.761
117,2020-08-10 07:00:00,75.799
118,2020-08-10 07:05:00,75.837
119,2020-08-10 07:10:00,75.807
120,2020-08-10 07:15:00,75.79
121,2020-08-10 07:20:00,75.779
122,2020-08-10 07:25:00,75.842
123,2020-08-10 07:30:00,75.819
124,2020-08-10 07:35:00,75.828
125,2020-08-10 07:40:00,75.825
126,2020-08-10 07:45:00,75.817
127,2020-08-10 07:50:00,75.822
128,2020-08-10 07:55:00,75.834
129,2020-08-10 08:00:00,75.838
130,2020-08-10 08:05:00,75.786
131,2020-08-10 08:10:00,75.809
132,2020-08-10 08:15:00,75.779
133,2020-08-10 08:20:00,75.788
134,2020-08-10 08:25:00,75.789
135,2020-08-10 08:30:00,75.805
136,2020-08-10 08:35:00,75.807
137,2020-08-10 08:40:00,75.799
138,2020-08-10 08:45:00,75.839
139,2020-08-10 08:50:00,75.841
140,2020-08-10 08:55:00,75.861
141,2020-08-10 09:00:00,75.878
142,2020-08-10 09:05:00,75.851
143,2020-08-10 09:10:00,75.855
144,2020-08-10 09:15:00,75.845
145,2020-08-10 09:20:00,75.84
146,2020-08-10 09:25:00,75.827
